STATBL_ID,DTACYCLE_CD,WRTTIME_IDTFR_ID,GRP_ID,GRP_NM,CLS_ID,CLS_NM,ITM_ID,ITM_NM,DTA_VAL,UI_NM,GRP_FULLNM,CLS_FULLNM,ITM_FULLNM,WRTTIME_DESC
T248223134698125,QY,202404,,,520009,을지로,100001,임대료,68.0119859091275,천원/㎡,,서울>도심>을지로,임대료,2024년 4분기
T248223134698125,QY,202404,,,520010,종로,100001,임대료,69.5309583615415,천원/㎡,,서울>도심>종로,임대료,2024년 4분기
T248223134698125,QY,202404,,,520011,충무로,100001,임대료,51.9903735804457,천원/㎡,,서울>도심>충무로,임대료,2024년 4분기
T248223134698125,QY,202404,,,520013,강남대로,100001,임대료,80.3365840444264,천원/㎡,,서울>강남>강남대로,임대료,2024년 4분기
T248223134698125,QY,202404,,,520014,교대역,100001,임대료,43.7827435292822,천원/㎡,,서울>강남>교대역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520015,남부터미널,100001,임대료,42.0457898388344,천원/㎡,,서울>강남>남부터미널,임대료,2024년 4분기
T248223134698125,QY,202404,,,520016,논현역,100001,임대료,68.2340443981963,천원/㎡,,서울>강남>논현역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520017,도산대로,100001,임대료,54.6836634473727,천원/㎡,,서울>강남>도산대로,임대료,2024년 4분기
T248223134698125,QY,202404,,,520018,신사역,100001,임대료,70.3731557530519,천원/㎡,,서울>강남>신사역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520019,압구정,100001,임대료,57.3261963932964,천원/㎡,,서울>강남>압구정,임대료,2024년 4분기
T248223134698125,QY,202404,,,520020,청담,100001,임대료,65.9750903103592,천원/㎡,,서울>강남>청담,임대료,2024년 4분기
T248223134698125,QY,202404,,,520021,테헤란로,100001,임대료,71.6539542453927,천원/㎡,,서울>강남>테헤란로,임대료,2024년 4분기
T248223134698125,QY,202404,,,520023,공덕역,100001,임대료,59.1594859864408,천원/㎡,,서울>영등포신촌>공덕역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520024,당산역,100001,임대료,38.3232987698368,천원/㎡,,서울>영등포신촌>당산역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520025,동교/연남,100001,임대료,55.1880182042305,천원/㎡,,서울>영등포신촌>동교/연남,임대료,2024년 4분기
T248223134698125,QY,202404,,,520026,망원역,100001,임대료,40.6282200635375,천원/㎡,,서울>영등포신촌>망원역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520027,신촌/이대,100001,임대료,40.7993934361488,천원/㎡,,서울>영등포신촌>신촌/이대,임대료,2024년 4분기
T248223134698125,QY,202404,,,520028,영등포역,100001,임대료,37.9658890257501,천원/㎡,,서울>영등포신촌>영등포역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520029,홍대/합정,100001,임대료,60.545952575265,천원/㎡,,서울>영등포신촌>홍대/합정,임대료,2024년 4분기
T248223134698125,QY,202404,,,520031,가락시장,100001,임대료,31.0776953476265,천원/㎡,,서울>기타>가락시장,임대료,2024년 4분기
T248223134698125,QY,202404,,,520032,건대입구,100001,임대료,50.4179296593682,천원/㎡,,서울>기타>건대입구,임대료,2024년 4분기
T248223134698125,QY,202404,,,520033,경희대,100001,임대료,47.3980725394581,천원/㎡,,서울>기타>경희대,임대료,2024년 4분기
T248223134698125,QY,202404,,,520034,군자,100001,임대료,35.156421741042,천원/㎡,,서울>기타>군자,임대료,2024년 4분기
T248223134698125,QY,202404,,,520258,까치산역,100001,임대료,30.5316091954023,천원/㎡,,서울>기타>까치산역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520035,노량진,100001,임대료,30.6048480630944,천원/㎡,,서울>기타>노량진,임대료,2024년 4분기
T248223134698125,QY,202404,,,520036,독산/시흥,100001,임대료,31.2574191336977,천원/㎡,,서울>기타>독산/시흥,임대료,2024년 4분기
T248223134698125,QY,202404,,,520037,뚝섬,100001,임대료,58.0571210758387,천원/㎡,,서울>기타>뚝섬,임대료,2024년 4분기
T248223134698125,QY,202404,,,520038,목동,100001,임대료,40.3459372485921,천원/㎡,,서울>기타>목동,임대료,2024년 4분기
T248223134698125,QY,202404,,,520039,미아사거리,100001,임대료,40.1063090977082,천원/㎡,,서울>기타>미아사거리,임대료,2024년 4분기
T248223134698125,QY,202404,,,520040,불광역,100001,임대료,39.6016486305403,천원/㎡,,서울>기타>불광역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520041,사당,100001,임대료,45.1048804149384,천원/㎡,,서울>기타>사당,임대료,2024년 4분기
T248223134698125,QY,202404,,,520042,상계역,100001,임대료,24.584674941061,천원/㎡,,서울>기타>상계역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520043,상봉역,100001,임대료,44.6878958245372,천원/㎡,,서울>기타>상봉역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520044,서울대입구역,100001,임대료,67.3599322716219,천원/㎡,,서울>기타>서울대입구역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520045,성신여대,100001,임대료,58.3849353534084,천원/㎡,,서울>기타>성신여대,임대료,2024년 4분기
T248223134698125,QY,202404,,,520046,수유,100001,임대료,40.1456314445988,천원/㎡,,서울>기타>수유,임대료,2024년 4분기
T248223134698125,QY,202404,,,520047,숙명여대,100001,임대료,45.251461157201,천원/㎡,,서울>기타>숙명여대,임대료,2024년 4분기
T248223134698125,QY,202404,,,520048,신림역,100001,임대료,67.2897140433565,천원/㎡,,서울>기타>신림역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520259,약수역,100001,임대료,74.9247718889536,천원/㎡,,서울>기타>약수역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520049,연신내,100001,임대료,44.7464465199799,천원/㎡,,서울>기타>연신내,임대료,2024년 4분기
T248223134698125,QY,202404,,,520050,오류동역,100001,임대료,55.6562159085519,천원/㎡,,서울>기타>오류동역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520051,왕십리,100001,임대료,43.4237873024587,천원/㎡,,서울>기타>왕십리,임대료,2024년 4분기
T248223134698125,QY,202404,,,520052,용산역,100001,임대료,38.1066296642867,천원/㎡,,서울>기타>용산역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520053,이태원,100001,임대료,66.6426329898741,천원/㎡,,서울>기타>이태원,임대료,2024년 4분기
T248223134698125,QY,202404,,,520054,잠실/송파,100001,임대료,36.4061005655944,천원/㎡,,서울>기타>잠실/송파,임대료,2024년 4분기
T248223134698125,QY,202404,,,520055,잠실새내역,100001,임대료,33.693308672241,천원/㎡,,서울>기타>잠실새내역,임대료,2024년 4분기
T248223134698125,QY,202404,,,520056,장안동,100001,임대료,34.4440001777067,천원/㎡,,서울>기타>장안동,임대료,2024년 4분기
T248223134698125,QY,202404,,,520057,천호,100001,임대료,56.1635182202161,천원/㎡,,서울>기타>천호,임대료,2024년 4분기
T248223134698125,QY,202404,,,520058,청량리,100001,임대료,40.4570297221616,천원/㎡,,서울>기타>청량리,임대료,2024년 4분기
T248223134698125,QY,202404,,,520059,혜화동,100001,임대료,60.6866067406528,천원/㎡,,서울>기타>혜화동,임대료,2024년 4분기
T248223134698125,QY,202404,,,520060,화곡,100001,임대료,29.8491351887825,천원/㎡,,서울>기타>화곡,임대료,2024년 4분기
T248223134698125,QY,202501,,,520004,광화문,100001,임대료,91.3686800118412,천원/㎡,,서울>도심>광화문,임대료,2025년 1분기
T248223134698125,QY,202501,,,520005,남대문,100001,임대료,69.4051730521951,천원/㎡,,서울>도심>남대문,임대료,2025년 1분기
T248223134698125,QY,202501,,,520006,동대문,100001,임대료,52.8697449725724,천원/㎡,,서울>도심>동대문,임대료,2025년 1분기
T248223134698125,QY,202501,,,520007,명동,100001,임대료,139.502274866646,천원/㎡,,서울>도심>명동,임대료,2025년 1분기
T248223134698125,QY,202501,,,520255,방산시장,100001,임대료,72.8441731235814,천원/㎡,,서울>도심>방산시장,임대료,2025년 1분기
T248223134698125,QY,202501,,,520257,북촌,100001,임대료,97.4351489923346,천원/㎡,,서울>도심>북촌,임대료,2025년 1분기
T248223134698125,QY,202501,,,520256,서촌,100001,임대료,43.5245396930286,천원/㎡,,서울>도심>서촌,임대료,2025년 1분기
T248223134698125,QY,202501,,,520008,시청,100001,임대료,95.7237130579672,천원/㎡,,서울>도심>시청,임대료,2025년 1분기
T248223134698125,QY,202501,,,520009,을지로,100001,임대료,67.7535087882221,천원/㎡,,서울>도심>을지로,임대료,2025년 1분기
T248223134698125,QY,202501,,,520010,종로,100001,임대료,69.4898323958722,천원/㎡,,서울>도심>종로,임대료,2025년 1분기
T248223134698125,QY,202501,,,520011,충무로,100001,임대료,51.5464506146406,천원/㎡,,서울>도심>충무로,임대료,2025년 1분기
T248223134698125,QY,202501,,,520013,강남대로,100001,임대료,80.0432711659734,천원/㎡,,서울>강남>강남대로,임대료,2025년 1분기
T248223134698125,QY,202501,,,520014,교대역,100001,임대료,44.0427802907274,천원/㎡,,서울>강남>교대역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520015,남부터미널,100001,임대료,42.1660725630454,천원/㎡,,서울>강남>남부터미널,임대료,2025년 1분기
T248223134698125,QY,202501,,,520016,논현역,100001,임대료,68.5158688865765,천원/㎡,,서울>강남>논현역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520017,도산대로,100001,임대료,54.6836634473727,천원/㎡,,서울>강남>도산대로,임대료,2025년 1분기
T248223134698125,QY,202501,,,520018,신사역,100001,임대료,70.8006715430511,천원/㎡,,서울>강남>신사역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520019,압구정,100001,임대료,58.3776205951698,천원/㎡,,서울>강남>압구정,임대료,2025년 1분기
T248223134698125,QY,202501,,,520020,청담,100001,임대료,66.2789929293597,천원/㎡,,서울>강남>청담,임대료,2025년 1분기
T248223134698125,QY,202501,,,520021,테헤란로,100001,임대료,71.8055934653606,천원/㎡,,서울>강남>테헤란로,임대료,2025년 1분기
T248223134698125,QY,202501,,,520023,공덕역,100001,임대료,59.2352034720212,천원/㎡,,서울>영등포신촌>공덕역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520024,당산역,100001,임대료,38.3363065373323,천원/㎡,,서울>영등포신촌>당산역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520025,동교/연남,100001,임대료,55.0881855294178,천원/㎡,,서울>영등포신촌>동교/연남,임대료,2025년 1분기
T248223134698125,QY,202501,,,520026,망원역,100001,임대료,40.55116786067,천원/㎡,,서울>영등포신촌>망원역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520027,신촌/이대,100001,임대료,40.7378547049878,천원/㎡,,서울>영등포신촌>신촌/이대,임대료,2025년 1분기
T248223134698125,QY,202501,,,520028,영등포역,100001,임대료,38.0227492523379,천원/㎡,,서울>영등포신촌>영등포역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520029,홍대/합정,100001,임대료,60.1970755197648,천원/㎡,,서울>영등포신촌>홍대/합정,임대료,2025년 1분기
T248223134698125,QY,202501,,,520031,가락시장,100001,임대료,30.9076092100904,천원/㎡,,서울>기타>가락시장,임대료,2025년 1분기
T248223134698125,QY,202501,,,520032,건대입구,100001,임대료,50.3742623585179,천원/㎡,,서울>기타>건대입구,임대료,2025년 1분기
T248223134698125,QY,202501,,,520033,경희대,100001,임대료,47.3115099402718,천원/㎡,,서울>기타>경희대,임대료,2025년 1분기
T248223134698125,QY,202501,,,520034,군자,100001,임대료,35.1771451601084,천원/㎡,,서울>기타>군자,임대료,2025년 1분기
T248223134698125,QY,202501,,,520258,까치산역,100001,임대료,30.4418103448276,천원/㎡,,서울>기타>까치산역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520035,노량진,100001,임대료,30.3935944593565,천원/㎡,,서울>기타>노량진,임대료,2025년 1분기
T248223134698125,QY,202501,,,520036,독산/시흥,100001,임대료,31.2141220616622,천원/㎡,,서울>기타>독산/시흥,임대료,2025년 1분기
T248223134698125,QY,202501,,,520037,뚝섬,100001,임대료,59.1358848092604,천원/㎡,,서울>기타>뚝섬,임대료,2025년 1분기
T248223134698125,QY,202501,,,520038,목동,100001,임대료,40.3561764060557,천원/㎡,,서울>기타>목동,임대료,2025년 1분기
T248223134698125,QY,202501,,,520039,미아사거리,100001,임대료,40.019498904856,천원/㎡,,서울>기타>미아사거리,임대료,2025년 1분기
T248223134698125,QY,202501,,,520040,불광역,100001,임대료,39.456987391631,천원/㎡,,서울>기타>불광역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520041,사당,100001,임대료,45.1803133426526,천원/㎡,,서울>기타>사당,임대료,2025년 1분기
T248223134698125,QY,202501,,,520042,상계역,100001,임대료,24.5470640577556,천원/㎡,,서울>기타>상계역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520043,상봉역,100001,임대료,44.6656740961312,천원/㎡,,서울>기타>상봉역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520044,서울대입구역,100001,임대료,67.2769995637394,천원/㎡,,서울>기타>서울대입구역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520045,성신여대,100001,임대료,58.3220699482408,천원/㎡,,서울>기타>성신여대,임대료,2025년 1분기
T248223134698125,QY,202501,,,520046,수유,100001,임대료,40.0134096792798,천원/㎡,,서울>기타>수유,임대료,2025년 1분기
T248223134698125,QY,202501,,,520047,숙명여대,100001,임대료,45.3314028885612,천원/㎡,,서울>기타>숙명여대,임대료,2025년 1분기
T248223134698125,QY,202501,,,520048,신림역,100001,임대료,66.949218353315,천원/㎡,,서울>기타>신림역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520259,약수역,100001,임대료,74.4697631527859,천원/㎡,,서울>기타>약수역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520049,연신내,100001,임대료,44.6371310968855,천원/㎡,,서울>기타>연신내,임대료,2025년 1분기
T248223134698125,QY,202501,,,520050,오류동역,100001,임대료,55.5175773530016,천원/㎡,,서울>기타>오류동역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520051,왕십리,100001,임대료,43.5061370142347,천원/㎡,,서울>기타>왕십리,임대료,2025년 1분기
T248223134698125,QY,202501,,,520052,용산역,100001,임대료,38.7187071385538,천원/㎡,,서울>기타>용산역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520053,이태원,100001,임대료,66.8413461538462,천원/㎡,,서울>기타>이태원,임대료,2025년 1분기
T248223134698125,QY,202501,,,520054,잠실/송파,100001,임대료,36.5420759783896,천원/㎡,,서울>기타>잠실/송파,임대료,2025년 1분기
T248223134698125,QY,202501,,,520055,잠실새내역,100001,임대료,33.793631163449,천원/㎡,,서울>기타>잠실새내역,임대료,2025년 1분기
T248223134698125,QY,202501,,,520056,장안동,100001,임대료,34.4351148429517,천원/㎡,,서울>기타>장안동,임대료,2025년 1분기
T248223134698125,QY,202501,,,520057,천호,100001,임대료,56.2396092653051,천원/㎡,,서울>기타>천호,임대료,2025년 1분기
T248223134698125,QY,202501,,,520058,청량리,100001,임대료,40.4639523171656,천원/㎡,,서울>기타>청량리,임대료,2025년 1분기
T248223134698125,QY,202501,,,520059,혜화동,100001,임대료,60.6456550227282,천원/㎡,,서울>기타>혜화동,임대료,2025년 1분기
T248223134698125,QY,202501,,,520060,화곡,100001,임대료,29.842349029155,천원/㎡,,서울>기타>화곡,임대료,2025년 1분기
T248223134698125,QY,202502,,,520004,광화문,100001,임대료,91.3435855033703,천원/㎡,,서울>도심>광화문,임대료,2025년 2분기
T248223134698125,QY,202502,,,520005,남대문,100001,임대료,75.6084838942969,천원/㎡,,서울>도심>남대문,임대료,2025년 2분기
T248223134698125,QY,202502,,,520006,동대문,100001,임대료,52.8827506777417,천원/㎡,,서울>도심>동대문,임대료,2025년 2분기
T248223134698125,QY,202502,,,520007,명동,100001,임대료,140.035691873235,천원/㎡,,서울>도심>명동,임대료,2025년 2분기
T248223134698125,QY,202502,,,520255,방산시장,100001,임대료,72.7596462393363,천원/㎡,,서울>도심>방산시장,임대료,2025년 2분기
T248223134698125,QY,202502,,,520257,북촌,100001,임대료,97.6382049850246,천원/㎡,,서울>도심>북촌,임대료,2025년 2분기
T248223134698125,QY,202502,,,520256,서촌,100001,임대료,43.6296668969453,천원/㎡,,서울>도심>서촌,임대료,2025년 2분기
T248223134698125,QY,202502,,,520008,시청,100001,임대료,95.7787225052418,천원/㎡,,서울>도심>시청,임대료,2025년 2분기
T248223134698125,QY,202502,,,520009,을지로,100001,임대료,67.9020944385629,천원/㎡,,서울>도심>을지로,임대료,2025년 2분기
T248223134698125,QY,202502,,,520010,종로,100001,임대료,70.0541680305337,천원/㎡,,서울>도심>종로,임대료,2025년 2분기
T248223134698125,QY,202502,,,520011,충무로,100001,임대료,51.4815036855598,천원/㎡,,서울>도심>충무로,임대료,2025년 2분기
T248223134698125,QY,202502,,,520013,강남대로,100001,임대료,80.3787065611163,천원/㎡,,서울>강남>강남대로,임대료,2025년 2분기
T248223134698125,QY,202502,,,520014,교대역,100001,임대료,44.5694320964547,천원/㎡,,서울>강남>교대역,임대료,2025년 2분기
T248223134698125,QY,202502,,,520015,남부터미널,100001,임대료,42.1647434721702,천원/㎡,,서울>강남>남부터미널,임대료,2025년 2분기
T248223134698125,QY,202502,,,520016,논현역,100001,임대료,68.7543357613597,천원/㎡,,서울>강남>논현역,임대료,2025년 2분기
T248223134698125,QY,202502,,,520017,도산대로,100001,임대료,54.7655099034212,천원/㎡,,서울>강남>도산대로,임대료,2025년 2분기
T248223134698125,QY,202502,,,520018,신사역,100001,임대료,70.7117357765185,천원/㎡,,서울>강남>신사역,임대료,2025년 2분기
T248223134698125,QY,202502,,,520019,압구정,100001,임대료,59.0467087236347,천원/㎡,,서울>강남>압구정,임대료,2025년 2분기
T248223134698125,QY,202502,,,520020,청담,100001,임대료,66.5464478843146,천원/㎡,,서울>강남>청담,임대료,2025년 2분기
T248223134698125,QY,202502,,,520021,테헤란로,100001,임대료,71.9269048413348,천원/㎡,,서울>강남>테헤란로,임대료,2025년 2분기
T248223134698125,QY,202502,,,520023,공덕역,100001,임대료,59.145340961662,천원/㎡,,서울>영등포신촌>공덕역,임대료,2025년 2분기
T248223134698125,QY,202502,,,520024,당산역,100001,임대료,38.5230609135169,천원/㎡,,서울>영등포신촌>당산역,임대료,2025년 2분기
T248223134698125,QY,202502,,,520025,동교/연남,100001,임대료,55.2428558706769,천원/㎡,,서울>영등포신촌>동교/연남,임대료,2025년 2분기
